"","AKT (pS473)","AKT(pT308)","Bcl-2","Bcl-2 (pS70)","Bcl-xL","Bim","Btk (pY223)/Itk (pY180)","Btk (pY551) & p-Itk (pY511)","IgG Kappa (isotype control)","Mcl-1","MEK1 (pS218)/MEK2 (pS222)","MEK1 (pS298)","mTOR (pS2448)","NF-κB p65 (pS529)","p38 MAPK (pT180/182)","p44/42 MAPK (pT202/Y204)","p53(pS37)","p90RSK (pS380)","PLC-γ2 (pY759)","Rb (pS807/S811)","S6-ribosomal protein (pS235/236)","SAPK/JNK (pT183/Y185)","STAT1 (pS727)","STAT1 (pY701)","STAT3 (pS727)","STAT3 (pY705)","STAT5 (pY694)","STAT6 (pY641)","SYK (pY525/526)","TBK1 (pS172)","Tyrosine (pY100)","ZAP70/Syk (pY319/Y352)"
"163",4357.45568356502,3988.59781318103,12861.3899253556,4210.17076357145,7168.03318824579,10475.6185428276,8570.88052269816,3812.38502244844,3841.28663390162,4377.70294691147,3888.03098619074,3868.96167491001,4064.80370565222,3926.10193396179,3881.43802734466,4013.32700971117,3866.04328151378,4165.94743075542,4009.27248542809,3851.6428169623,9146.66649046288,4952.7489034471,3812.82630817473,3881.48735720357,4261.14502622361,3815.9247563782,3972.22696082583,3829.42571621484,4149.94715675976,3941.05604213328,4885.39708634203,3932.19756361873
"166",2522.66887512388,1237.675367423,8354.63899426678,1198.76821880569,5129.15598463727,8754.18210949359,7612.34855290011,1175.84240998145,1105.02597890516,1733.33971000387,1095.7900704479,1214.5188390882,1526.13751287332,1141.97167994979,1170.28153043929,1510.20149661697,1175.45073135606,1393.26651029701,1390.36466675342,1329.64302335459,6659.62792768672,2367.12436977797,1147.3680482701,1091.468058445,1461.37158426964,1106.81967789566,1264.74087701299,1189.87268848678,1451.40010873447,1228.71815993637,3033.51183322877,1264.18936317417
"167",851.433595535408,290.854045126371,8064.70576588694,251.926743873472,2640.44435764832,2084.11061030918,5871.81850085517,178.985119260908,104.471222449916,1182.42668997539,142.713192075424,159.839813417565,704.761117666257,312.158649051435,236.1508288954,1899.12318433373,175.383716016086,444.693474665774,384.864483518697,274.890734738677,10593.982327824,1058.0347556063,113.325280131861,141.977223925729,314.552546611464,96.6369670772725,227.961528080049,106.083503977679,387.826347135153,335.799813073053,2470.13001955098,209.675258808309
"169",4120.77125313851,3702.4897375554,10608.9036285709,3705.19857082784,7740.44509015468,6614.96859138411,8475.90864053701,3480.92244326915,3514.96384475905,3728.30005169457,3545.34278100155,3501.15959149999,3671.12954781635,3515.88893870059,3523.7201374095,3630.55352568012,3547.44286045941,3690.83089975653,3668.18368733447,3585.11745198835,6809.87993158287,4508.0363691225,3486.85823623376,3511.08818799446,3777.08575970616,3485.36272476413,3612.3575349409,3504.3649363575,3831.2586000287,3636.3942898687,4626.67952079031,3581.70623969272
"171",932.053328390668,424.041952586232,10504.6738521594,837.154470236396,8881.85705864869,5783.24685902807,1593.82766308019,345.323892276181,310.607199273117,859.979995432412,347.654313400529,371.234146549755,520.683391722861,332.600646591826,411.374271996961,715.164059468531,374.193653894222,754.543630210143,355.223072294306,463.339497182573,990.149698466567,1340.89630127549,314.3507682514,401.147615869809,509.301999572768,324.542226626585,455.368542233924,307.774679627154,589.514063375565,439.959245595758,628.797570705507,349.905578768083
"173",3822.04741584607,3180.62589440951,8555.59803382027,3181.21840531912,6023.79453972782,5751.99990036934,8942.04675450807,3007.2005996834,3024.77396836348,3489.18417589779,3038.69813656667,3012.79828196356,3168.11934202663,3090.26845653028,3054.11595071418,3122.68611902396,3038.14604407321,3309.95297625181,3176.0476029005,3062.80611504632,7834.77003254693,3999.27437109344,2986.16776708996,3024.56025951523,3562.7559623551,2997.74826455584,3176.01110023668,2996.35077593073,3429.35731868498,3099.41946385153,4602.52397875685,3086.26190110823
"174",885.247497822403,369.645502094169,6830.5075198577,578.068545689933,8606.43292650722,4040.53400445768,2721.58346835031,291.458744653025,263.921338873666,618.467188889713,294.086591264311,301.622693626454,402.61447086299,267.606808120761,329.649476738529,515.17007422789,356.408585711277,638.015824824629,363.42888678511,486.410633531552,618.838214991872,1124.3998751225,264.820610382029,297.426284520458,445.015613042802,275.924805083545,397.51724804711,267.941583705897,536.429621266589,380.429055025164,798.213070458569,323.972273464904
"175",972.896998956355,466.526892390549,7709.2957403215,703.108731579441,7484.84234194708,4896.25320777022,4744.62259668055,396.686256594319,340.611498166764,687.875388784659,373.630069322989,417.031202238564,574.863933097581,369.506525219219,432.253194693288,658.284579539225,434.490467938311,797.770850086761,535.383212115461,506.857062089403,1310.58117824034,1244.070922038,337.966740944964,368.783118160449,581.419919071992,350.448160067877,485.286015666285,342.363797105962,729.149139018441,469.963862689771,1628.8084411724,450.258187175156
"176",3297.70195896968,2466.08704677411,9709.59002639289,2276.85832304306,7289.8817366351,7387.56164563747,3530.45503650511,2268.76544019759,2249.67745668719,2661.30742907633,2373.96470182972,2382.24478938907,2916.3330722094,2294.86804830681,2330.58864373848,3199.6995209258,2568.88757818001,2461.98680469994,2269.23274985009,2345.49412182817,2794.89937566311,4426.03167134231,2318.94660298822,2242.7193928744,2765.0594736038,2256.13952601997,2325.72933954017,2415.14976192264,2365.90959539318,2622.10294059136,2663.29134895903,2305.23803727057
"178",975.862090751928,386.515190225632,11856.8090765669,565.373011563131,2657.63328347855,4855.3041330441,11110.4367482074,316.638672555648,220.561137435671,490.327766871317,306.137449131957,364.426796935641,673.896983444712,375.948064888531,287.872578219607,335.042785651355,327.769151456871,507.845248345499,826.275958635469,375.367672083135,4225.00881968565,416.483118718221,229.811002699773,274.326920641061,632.057031691243,233.615022402661,367.19526857219,221.867869390368,648.457917191348,474.147559717785,3561.6698153641,470.177705544129
"179",3921.79102325926,3191.17593987429,22763.1669622025,3698.27543603068,10597.9016591309,9922.50000309058,5833.8936512734,3120.3877754396,3016.88103312824,3515.13377074856,3097.4736415248,3147.92874882969,3476.03396894377,3189.65531797423,3273.20607603007,3494.34950974837,3148.52171924819,3261.44287451305,3136.83985563466,3236.17731701717,4951.3353893631,5328.40351374932,3092.68436738416,3045.17687335305,3318.68115997022,3012.78516863353,3294.54415835578,2571.78998905731,3311.76097716109,3476.19916871651,4065.50525127603,3189.24282677973
"180",4135.81826859724,3711.36679325389,11555.6609271477,3846.43988644904,7392.93458767797,7982.77562431051,11210.4378212727,3586.77231547849,3616.47203019578,3870.83465293598,3631.96124592317,3600.92329009467,3730.65502749309,3670.19837470761,3609.31048757015,3705.48669289271,3651.09481241374,3792.99318278358,3869.57370783084,3645.98351232974,6404.65509469807,4529.71479099852,3582.98234209016,3595.42946535116,3901.29177312492,3560.22761295806,3731.14245196431,3596.74489702915,4009.46800899815,3710.05935255108,5612.80562969918,3708.51187655576
"181",5609.32145669796,5125.56136213365,12936.7210998453,5027.05820450957,10504.1280891093,9564.85774665794,13652.6817864443,4929.72899924757,4791.21981262928,5712.12075190277,4891.68837066626,4932.5176496369,5347.99999879146,4953.31975417389,4926.51607041704,5127.49336740008,5021.12244453054,5253.50618074302,5185.11039901618,5071.00058742598,10859.666057808,6485.4186272373,4851.36532219054,4966.39473071241,5350.23937278727,4852.36902907549,5099.47823212646,4870.73727630409,5405.90529407019,5051.25537793476,7046.33572424477,5019.91613737001
"182",4919.07821156275,4375.82912317733,11079.3686464341,4297.26174029624,9450.26194121852,7220.35834752033,11738.2078247168,4218.87078642452,4111.09434687455,4552.18529806362,4214.60187732954,4269.79059270657,4491.67288170267,4248.91821977995,4190.90753677778,4346.47900903568,4321.2609152279,4468.46620928127,4416.20681144068,4350.1217908374,9839.82802499974,5550.50424787479,4188.68991416038,4208.33259377146,4640.0203517161,4175.80663430745,4424.29870759204,4188.85262333352,4595.98549626707,4355.81626494173,5977.52477449671,4315.5545672403
"183",4511.83398247592,3847.2675676847,11756.0388223847,3857.306598745,8987.30941968636,10117.2608895079,11487.7476293218,3600.72892620182,3506.95209906455,3926.09530142097,3625.65936202219,3695.67037326695,3944.50243037238,3682.45518254055,3637.62385227372,3854.73987998034,3670.19658051794,4290.67101224785,3919.32597314549,3700.39599947638,7981.46300569758,4833.5668910556,3574.66982560086,3603.85682938461,3912.80662805075,3569.05405151047,3754.5506735295,3583.86354831177,3945.11534501362,3709.92572968187,5260.06402488036,3743.72546660942
"184",3349.98319547623,2551.46087080936,22828.6367501687,3127.58672074896,12106.4716171166,8383.35900245876,6635.28751240688,2501.73461618893,2435.08334865806,2867.86200703353,2499.14387643228,2463.60364453358,2951.77979142501,2722.96578084548,2518.87228251313,2863.18460532422,2524.62486601218,2595.54002959426,2527.53113354148,2693.53418398886,8315.01180128997,4930.69650124193,2468.25531146718,2501.52702091539,2783.17784356655,2438.19972670875,2704.04923356792,2026.0384091711,2784.14776193984,2795.1814010414,4535.89169126322,2583.82840700468
"185",4816.32436122161,4495.59036006251,12954.1346926467,4540.57636591911,10685.4413574478,9554.36004008557,14728.0341426472,4387.11620256436,4310.25337549222,4761.25022855753,4368.44818021732,4420.63692684163,4646.3844978687,4420.5329644011,4379.42379202458,4573.29210932408,4476.65134459723,4662.28496015266,4580.29851445696,4545.29688351082,7350.68894087123,5604.02685646397,4346.00044078724,4380.27883240969,4738.98332461864,4326.89316133873,4537.2365098426,4339.30232476371,4922.6064399935,4482.21935937356,7456.80475644273,4561.77580331328
"187",1801.73142375986,1373.17757251934,9515.50226298069,1412.29094552862,2908.7810168727,4687.76551383062,3435.40212846229,1335.35097974769,1323.33557922998,1591.80890179283,1328.77164021638,1337.4774985151,1559.97730546254,1367.71650279242,1327.66304850839,1499.64528423664,1339.98397495644,1445.48618441495,1385.07404999894,1400.12136052895,8316.3659374083,1957.55022041231,1347.05152316553,1333.42640229407,1451.48793516151,1309.38607295965,1352.28574893741,1386.08627307651,1431.17691487523,1405.67776363728,1917.87381971713,1387.92187437257
"189",1772.23985084519,653.311554733335,8991.82659205885,978.280232827928,9267.04915900024,5830.1947249247,1103.93616739795,543.896336405094,518.694770587498,988.160121228159,574.373161234953,719.352796187464,745.335323193148,516.729642503159,674.054343546306,798.549989920992,627.203836251582,946.804759616632,544.372687722041,567.507908565409,1796.46318997583,2925.31059515633,553.522454569818,620.626505405404,713.39056431295,552.883622601111,647.133855180559,670.507758264536,761.627584151665,632.382402866385,643.549674963526,572.875556669419
"190",5018.649689,4650.957473,9774.784334,4631.310033,8583.290848,7230.161165,8226.386527,4605.887634,4534.2253,5086.164687,4626.443254,4664.470248,4754.583884,4584.631994,4650.007067,4724.052812,4647.814823,4841.405323,4798.560472,4624.037438,5910.44185,5669.894271,4536.483655,4600.533615,4781.597768,4590.679925,4719.862667,4574.834759,4899.338347,4620.483553,5501.856041,4671.499493
"191",1999.81657580474,730.761570432824,7090.79512479035,818.74270903338,8169.30854857959,6712.6281896681,7055.34984693062,708.229238038886,635.688524529211,1097.71630122095,673.835238810796,723.191901907988,928.563340033388,619.973785013469,738.728409895646,913.76386392263,702.90928827926,900.157203320083,1011.84448326327,721.852973058316,4221.04510965372,2945.26768524288,649.31271696847,707.782215150669,907.614340018343,677.004669886614,798.091322759166,790.397218448351,1123.97458830945,734.737124185646,2626.64635020308,791.571132714341
"192",6363.56223787782,5144.313689279,31227.1448947243,5287.21842799161,18699.8301204771,14633.8538052722,21639.2805756088,4910.51058500799,4742.18026362783,5789.37974065036,4789.49923429759,5086.85677420929,5973.06574436541,5219.0999905289,4887.39300898403,5657.41361805197,4988.11574876152,5267.093653718,5517.98131276417,5275.32531423746,39875.0710165186,8117.96180979489,4717.54449752618,4777.55243064178,5656.505069496,4742.05221951502,5250.01969819976,3836.62586340713,5485.37253978639,5272.62228104351,12706.6571327967,5207.31986277174
"193",4302.66901876957,3049.25032650444,17117.3224430902,3038.02092912915,11718.7760764661,9475.27597067084,14724.7488055184,2960.62409960616,2823.24670959653,3157.14949407102,2866.47465216979,3012.8077876872,3743.14772071536,3033.95588118452,2887.97571818207,3482.36246771919,3016.2367478157,3089.57037539957,3478.74111754119,3110.846419415,15185.1236229469,5334.25355363057,2822.0438410737,2846.76397903733,3314.48479332204,2845.10815766919,3213.92855703758,2379.92609074117,3354.57375106817,3204.32847394987,7806.93215849839,3172.16027084258
"195",1064.315702,158.5990081,9337.463963,172.0204328,4919.257988,4947.720243,8426.80474,48.27490663,21.79069346,340.6321098,37.98994868,84.96856768,263.1412432,115.8719138,65.72395857,227.6316059,52.00360164,266.5694112,295.9557836,171.7454741,3450.362171,292.1128054,10.28767821,35.04509567,328.3415747,-9.646460077,145.2497324,-28.7620743,554.8363805,225.0975085,2621.408527,123.7984345
"197",2669.05160211014,1604.66697046661,12435.9208236645,1668.45654960287,6965.05101905021,8507.60934394567,14939.8645776398,1475.42874127118,1411.51591574005,1793.15725088421,1429.9802150465,1549.64162343326,1970.14376899096,1464.57213575868,1504.99206918601,2676.57227125746,1493.84100240549,1772.56655868534,2328.38712812351,1919.5187665245,3570.47402312804,1847.25816921356,1422.63145673403,1517.31763534606,1720.03928748636,1439.7332063663,1634.643611611,1365.60959664147,2251.23901533946,1582.44134932149,6336.43559152301,1740.92606004881
"198",2974.4894756487,2359.23702008294,8727.37885086537,2375.39394721613,5150.70961022014,5840.69319401948,11572.2423311288,2202.65645919877,2154.84658578881,2864.0993816175,2154.5566489709,2226.68998677753,2468.44717512275,2189.32513358022,2376.47628735922,2421.73934150328,2182.76189611296,2516.18233135874,2738.37141302151,2210.73219014608,4313.65384071752,3334.70660593729,2159.66930632921,2238.32976818679,2578.74718592981,2175.27343238407,2373.88552675278,2128.84544306833,2781.66677037872,2237.00564337397,4618.36944457031,2461.3658646096
"200",3570.8403977284,3023.98295405114,9727.80733779,3181.056790156,6866.0113556949,6031.72597987232,6479.25780228772,2751.17328777007,2739.96567430648,4069.96235893652,2781.94355240803,2848.25549754954,3194.16488514422,2794.4023932085,3064.79362626573,3167.55031511493,2794.28823993895,3659.99730504006,2922.60202724439,2756.09731639538,8504.37939427642,4218.5125284254,2741.43545618473,2862.08690563578,3480.14115900069,2752.81248589601,2945.84581700447,2691.94719028802,3271.95168966605,2802.34601100595,3770.98133599458,2840.67934791901
"201",3276.48701236321,2423.82309047146,12137.873839475,2492.64009524248,7544.90553945101,7143.77663701424,11631.4053581701,2376.08931232747,2345.03702518579,2657.05594844968,2387.9626151624,2433.48775341803,2795.72024286568,2521.38339176409,2391.68678687154,2678.14838782061,2429.88951162151,2601.52454850364,2791.35747850583,2638.01942428995,26024.9042910954,3768.38144001106,2411.74752705789,2324.96554886187,2782.24695225561,2340.51597889844,2518.63720981113,2465.84626058709,2737.39709304319,2597.35445474347,4903.20465971973,2542.24355415785
"202",1043.25481869078,322.165334595335,5682.72385211381,391.592115919978,5542.032757568,12881.3652981513,3930.20748160624,232.213421729176,198.539442077384,602.870593319171,242.39382449379,250.147012527439,409.322506370567,233.616823996141,258.295353060701,369.472558657795,257.61526154123,550.221122709911,362.689445680454,300.731532576934,1169.39057972697,1246.30020404156,197.944428649652,242.482898100807,410.029892397909,206.202779835684,346.201571409955,194.431101895985,574.175994869869,294.110001790022,990.545811195293,297.46478268031
"204",1366.37542032298,462.062511500313,5887.9218989297,488.056513884348,5363.09837227653,15558.2477672979,4489.23052373615,366.815784782731,313.652566421843,1093.30166193528,360.908650130427,375.010019820401,558.633815294198,374.896957499454,419.521236008294,551.713541873403,385.975652905498,668.905920640239,447.299977359531,398.07278074592,2091.8397708339,1647.62060521966,317.633542983134,347.906531476402,684.753725223906,327.673433614375,522.633444720801,308.446736886619,791.003192459076,418.604237817008,1337.44491672894,391.806157039822
"205",1123.03459527521,324.188636627165,4970.20241171093,461.073343843534,4340.31705116181,10867.8833190104,2268.89262929986,224.017443246953,190.776138133964,449.150287529142,233.010940827977,290.755197234679,410.043700103783,255.67618463667,388.973197189728,399.380468666345,261.856019169286,678.678251764484,290.459550029349,252.958073813549,1185.95691411233,1386.9690031351,210.655761452981,265.942160284885,542.493742323097,198.437898451652,348.189665429191,189.386120911595,515.927154427962,300.134976815943,552.703649688407,254.813364006278
"206",2846.63265653642,2383.67812244698,9901.70947888606,2017.72965072532,5682.4152890949,4008.42273240681,3135.12844531744,2041.74950477924,1958.23137233909,2254.1550358562,2079.8798913216,2118.51343213054,2457.09633673695,2032.03664719025,2113.40598978375,2772.72327844613,2236.59679150743,2285.5796036594,2009.42355961714,2015.54328940793,2370.54573131439,4213.95540571924,2191.58246805817,2082.80827857528,2451.48855861419,1945.00616811234,2030.37994912809,2120.14393517903,2124.3678784768,2355.79190588465,2427.64068737087,2154.79132050604
"207",7436.166569,6980.126588,14056.33257,6967.640949,12496.65658,9925.083536,10101.80641,6887.965573,6790.477569,7608.131193,6893.71686,6933.424044,7051.787823,6838.238861,6974.272604,7176.124618,6902.405949,7278.542567,7140.263228,6948.874518,7993.385744,8295.046456,6881.108478,6965.557926,7134.963908,6899.05095,7045.296117,6898.331752,7233.451436,6968.013484,7593.910794,7060.650415
"208",1023.04033451263,335.129198387603,6913.21367924065,447.863248176191,5959.00479867151,12726.7163837454,1451.33727197044,200.616723982024,174.609757066107,601.651405352153,218.551530019829,230.517919805125,372.256772842308,212.473559175393,257.629601047401,336.663827189203,246.627823102255,468.251016065738,218.590109357661,251.936519599529,929.394631133682,1263.28934006891,176.564601789591,200.402864635347,370.739289894045,182.324205086722,336.497796444919,168.176030156378,486.916615512711,285.701301949328,446.614020665527,217.870179212695
"209",3072.66981957189,2538.54215869324,13246.5463615031,2813.66000432358,9549.52838185162,9236.05602291763,3595.95417291872,2369.47554701737,2351.33290547301,2740.64878157924,2360.97178588903,2453.50453174807,2541.95570676696,2385.04178722417,2639.51729572025,2663.04302676816,2427.30219838939,2762.99844545277,2439.42531411918,2419.18352274314,3759.89452690974,3499.15537713302,2338.43204965308,2448.67686544704,2602.04710101867,2377.22610372,2523.74335131947,2334.29773406389,2682.25641533762,2478.40008870879,2796.04880202583,2460.17491553553
"210",1477.59555560286,1223.49552760431,6960.29749803729,1443.51352072202,5304.24278439918,3720.2185246106,5657.69597807034,1145.26186880791,1114.94997448359,1412.66965661049,1163.17699369928,1265.2882263065,1408.89168861549,1170.33060659875,1175.32057565406,1241.28189032788,1166.93826357201,1354.29729833679,1355.24210692589,1170.10076703192,3664.31334515828,2039.12971703795,1120.35095452162,1164.57516847131,1350.86850992241,1126.72710116854,1260.56708877391,1107.60894709355,1371.54126640541,1208.44121752377,2049.02448666358,1236.58206826349
"211",1315.01876437096,690.163040554372,19744.9275809469,1159.88957045714,4829.32052966105,10652.1397443282,8191.38270417365,519.813874452804,474.57159543996,1061.33217311528,583.733561501512,547.524785645989,1139.58039450343,615.696502230555,537.470624664525,778.329154420109,570.997429806126,855.857226391774,850.17710848812,657.779417924933,1285.74605592826,862.40676312073,482.533351099972,527.958825647503,803.209868655427,475.508763975066,645.383263301874,490.744366777661,993.082467672184,707.037947043031,2855.66594140765,590.65380999818
"212",3242.0677487114,2581.95132026668,10930.2284609856,2316.76393940703,5720.65106628645,6034.15940494331,3669.66489891011,2380.24880779812,2260.75324471504,2673.25283790842,2357.77196112823,2538.99498780858,2739.44890632499,2318.90427651213,2325.16356375192,3064.78527663235,2412.27028628791,2495.90511122319,2394.99226617054,2365.88637856648,2758.07105359882,4266.02245424515,2462.81745387031,2367.21301393998,2578.55212157384,2261.40509013774,2333.21118953261,2426.43877082956,2473.8707410684,2581.72852859086,2878.27754135865,2466.99999282845
"213",4744.486833,4331.259061,10703.98488,4338.273862,7954.826821,6945.933174,7798.652388,4283.323221,4220.870937,4595.290667,4258.908532,4278.895952,4378.258683,4254.601887,4371.078031,4426.594917,4280.327513,4476.431845,4491.476064,4275.58665,4891.899805,5364.97195,4211.303872,4316.58613,4463.702166,4227.356248,4354.073839,4284.126067,4551.556284,4331.480834,5009.778258,4370.881436
"214",3456.64792872985,1640.05030293774,14939.9841076652,2017.26019860193,1412.84035924397,15730.9101597615,7448.64407626024,1519.95991646787,1442.32525636976,2962.50513926872,1535.66272322464,1514.46427802773,1849.23446068788,1500.85699858198,1545.80302563002,1974.91963667227,1559.15293175029,2183.08793094856,1669.38865674015,1580.10340733195,5716.19609726765,3253.3464660695,1582.77942233746,1553.89368539693,1828.08574495452,1497.08162963631,1739.60683100271,1668.0832864741,2052.75261775655,1607.20368453738,3038.04678809526,1601.4320420455
"215",2664.13875841156,1624.7879341631,16786.0778829916,1974.87229500699,8166.51722458385,10817.0835524238,13454.8724049628,1488.82880501324,1448.46759140378,2092.47802535267,1455.06092118317,1614.51004024176,2006.90122380671,1534.03887290887,1514.57578241449,2935.77971991985,1515.92873293568,1967.1987335388,2197.26832002213,1981.88703903777,4817.94072060096,1863.56906285994,1463.00585395576,1558.32713655945,1848.53259420761,1464.28923327322,1658.06805029179,1400.826733141,2248.08168471619,1616.56210267803,5546.53399468225,1698.97822079991
"216",1626.40547792613,617.012562330044,12399.3576558316,909.410334941315,4436.71371643203,7486.85519623185,13321.7284177149,471.229395266035,371.645453287103,952.883236297278,449.604545775749,538.545656573076,881.729636105322,597.588151161259,457.926339099268,621.563182214915,449.805642535962,1048.12382341755,850.880176050634,598.186548921797,9516.75985971375,832.354346400474,425.964979440985,480.443151563221,705.9129045899,413.985801827472,606.863609020843,412.44878462059,1266.01696213155,614.629140450482,5315.17894732362,614.547087510373
"217",2288.38486829569,1681.78459894397,11127.8705816884,2131.87168887205,7857.03593953863,6844.91331402546,6985.01613049799,1515.46720077583,1460.03056957375,2075.4358284839,1528.32672180618,1541.28308649845,1917.64859541825,1544.82036302219,1568.02242170502,1658.14583423608,1557.12720204476,1944.4547916085,1696.11936967755,1575.09895347261,4181.616600391,2491.36222616854,1480.19028973059,1553.4228483165,1789.19519860814,1473.63325526969,1652.43074932159,1474.90542207317,1770.33637272657,1609.45607952747,2827.28083755395,1560.25234733794
"218",1185.42874510083,791.769435628637,8373.94937571375,950.352151005112,2819.15587188456,4442.91753005893,2644.5509851665,666.641818536326,631.140480602363,995.628642985841,683.932218287164,678.23688238569,908.472742850926,675.955378355779,690.484774732038,879.6621021886,745.514886206848,830.856879550532,713.864234775848,753.042335941998,2836.29206935629,1521.63356732574,707.133304329723,681.992300987803,823.111322016048,652.50863245539,736.109426499983,818.875167915812,879.582850494445,900.586470122517,1216.81563063972,684.666557108679
"219",3576.3451009138,1688.42223478378,15907.2877535213,1982.9885493778,1424.23069205415,12863.6342839811,7893.81040036687,1536.75192331594,1458.44322983337,3089.63991653127,1548.61103412974,1544.83244059703,1910.74912187928,1523.26394931816,1573.97140509428,2015.37208470589,1583.78655043332,2248.5891447134,1622.8098150396,1596.90948179618,5421.92948282325,3476.85035284375,1582.4794746468,1604.77583197587,1812.49275622529,1500.28683478901,1767.97494576291,1708.92120325021,2174.50672741192,1636.71539990853,3347.38423276348,1583.62264321069
"220",2791.09000541566,1681.14012486377,17563.4615893512,2017.51984757337,7971.04670534452,11612.7818990646,12146.8731817788,1601.00069735883,1540.31265459257,2380.20100917088,1547.82067906021,1672.5064475515,2100.67509550776,1599.44995623807,1622.53935003999,3194.08145854332,1577.77141807767,1879.93018372456,2250.8009534345,1967.49098751781,3759.30169375962,1992.37781985993,1537.43831402542,1656.90207450315,1829.99396950148,1559.50887966087,1779.27476067991,1484.03235006641,2289.47615314739,1704.66388142242,4522.42902750391,1740.70631568073
"222",1893.39529026921,1091.35886311713,10484.2562814034,1159.55992365192,3308.3327054233,5696.10764864093,7450.58070879678,958.569076930086,888.752823263449,1226.03954007016,944.677725820427,970.856147877428,1323.97018788377,954.704645866675,933.8916012833,1289.90770570531,1022.22284896564,1266.27776307026,1166.86357811051,1042.14005347608,9001.92909197773,1770.83189140289,965.064622591084,949.586793792289,1177.33604637216,923.08285818666,999.89847895795,1081.92117439686,1304.31417769468,1237.34247113589,3034.5466422197,1030.05879036354
"223",4997.79742513809,2613.29170155965,12843.8128629199,2687.93425534435,2305.43202524886,14718.5227707268,9796.49591868856,2427.87060703264,2323.72276422285,3054.29110350901,2455.05215541699,2479.91272888517,2721.00386007289,2404.14093664305,2500.93369847914,3032.6547107484,2532.43942690302,3126.1101925227,2621.31277336951,2546.72570441761,5834.7871292569,4515.26663398461,2516.91102984247,2424.27101429491,2800.6908429024,2373.47699963498,2704.1948912558,2617.25094265784,3185.89876929486,2552.26244118185,4565.24091800257,2570.26735733068
"225",1665.9118529675,1339.61982715455,9941.07278351796,1852.0775760717,6658.0762772853,5479.98297543344,2387.19407679437,1252.60882779018,1978.55102536739,1832.65624797416,1277.61900794307,1366.57366760476,1511.1320694415,1266.50675869412,1326.36853391216,1424.24033436906,1325.01030431552,1523.90426721938,1291.42413559656,1249.20804897557,2343.01113326221,2120.12649842448,1244.80029437531,1309.01247455235,1487.32987154465,1237.60732304291,1355.63218565888,1222.72887331244,1436.05888547442,1343.88775127007,1662.37399533316,1275.82842618106
"226",1662.89704624489,944.567209634484,7341.28048521934,934.838004415228,3184.94944431097,4350.6051216231,5886.27927500364,838.610338748626,772.482184642163,974.81834502035,816.1404011933,848.180210257081,1150.23521197781,856.077678753614,840.020651464034,1048.7698194478,885.064866226387,1000.22416369556,970.090102622184,880.346558089205,6154.8708741339,1596.95026725157,827.665946048166,829.547256053222,1033.90675219806,797.154590615602,885.308661493699,945.963021569235,1117.90053047667,1049.29662587666,2387.59991090882,893.10946547168
"229",2620.53318035628,1226.09551929773,10077.7781434022,1822.05771163907,993.411086131619,8750.78441483127,4436.87252390913,1081.62194140817,1008.61332813796,1709.42546151575,1154.55309567972,1244.98472495236,1422.12564353208,1078.4768973539,1184.61852979405,2015.3215699472,1096.29231005935,2816.07784341311,1172.97680175912,1094.83416090211,6044.48648000165,2836.83439748924,1177.91084602096,1116.6854795492,1593.77002111129,1050.92880895183,1253.12557530493,1217.92148447835,1505.9831656715,1144.89287121062,1742.71194118698,1149.27905434976
"230",2870.78928347409,2608.25594679259,13813.0857930251,2915.33691331286,12191.4201411125,8111.71267052183,3868.32506991898,2404.68005090607,2450.88281198585,3068.54608864011,2456.53326927247,2546.64978506104,2677.53241780491,2427.07783519177,2457.5792532112,2565.80150595307,2583.76056723279,2685.7946745852,2454.06472282178,2454.96640423573,3255.67735174978,3642.55383756994,2386.0553281092,2464.95424259761,2629.92867886107,2381.80596485004,2535.85131691491,2363.823194767,2632.49835669816,2529.49030114171,2881.40715651626,2428.23428938238
